"document_id","timestamp","state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"3262","1518533982","Uttar Pradesh","Balrampur","Balrampur","Onion","Other","13/02/2018","3000","3300","3150"
"3263","1518533982","Uttar Pradesh","Balrampur","Balrampur","Paddy(Dhan)","Other","13/02/2018","1500","1560","1550"
"3264","1518533982","Uttar Pradesh","Balrampur","Balrampur","Potato","Other","13/02/2018","380","450","410"
"3265","1518533982","Uttar Pradesh","Balrampur","Balrampur","Raddish","Other","13/02/2018","295","340","320"
"3266","1518533982","Uttar Pradesh","Balrampur","Balrampur","Wheat","Other","13/02/2018","1475","1525","1500"
"3267","1518533982","Uttar Pradesh","Balrampur","Balrampur","White Peas","Other","13/02/2018","2500","2700","2600"
"3268","1518533982","Uttar Pradesh","Balrampur","Panchpedwa","Paddy(Dhan)","Other","13/02/2018","1500","1550","1525"
"3269","1518533982","Uttar Pradesh","Balrampur","Panchpedwa","Wheat","Other","13/02/2018","1550","1575","1560"
"3270","1518533982","Uttar Pradesh","Balrampur","Utraula","Paddy(Dhan)","Other","13/02/2018","1450","1550","1500"
"3271","1518533982","Uttar Pradesh","Balrampur","Utraula","Wheat","Other","13/02/2018","1440","1480","1460"
"3272","1518533982","Uttar Pradesh","Banda","Atarra","Gur(Jaggery)","Other","13/02/2018","3100","3300","3200"
"3273","1518533982","Uttar Pradesh","Banda","Atarra","Lentil(Masur)","Other","13/02/2018","3000","3200","3100"
"3274","1518533982","Uttar Pradesh","Banda","Atarra","Mustard","Sarson(Black)","13/02/2018","3300","3400","3350"
"3275","1518533982","Uttar Pradesh","Banda","Atarra","Onion","Red","13/02/2018","2100","2300","2200"
"3276","1518533982","Uttar Pradesh","Banda","Atarra","Potato","Other","13/02/2018","500","550","525"
"3277","1518533982","Uttar Pradesh","Banda","Atarra","Rice","III","13/02/2018","1800","2000","1900"
"3278","1518533982","Uttar Pradesh","Banda","Atarra","Wheat","Dara","13/02/2018","1500","1550","1525"
"3279","1518533982","Uttar Pradesh","Banda","Baberu","Apple","Kasmir/Shimla - II","13/02/2018","6000","6350","6250"
"3280","1518533982","Uttar Pradesh","Banda","Baberu","Bottle gourd","Bottle Gourd","13/02/2018","1000","1200","1100"
"3281","1518533982","Uttar Pradesh","Banda","Baberu","Brinjal","Brinjal","13/02/2018","800","950","880"
"3282","1518533982","Uttar Pradesh","Banda","Baberu","Onion","Red","13/02/2018","1950","2250","2050"
"3283","1518533982","Uttar Pradesh","Banda","Baberu","Potato","Other","13/02/2018","480","550","525"
"3284","1518533982","Uttar Pradesh","Banda","Baberu","Rice","Common","13/02/2018","1900","2050","1950"
"3285","1518533982","Uttar Pradesh","Banda","Baberu","Tomato","Deshi","13/02/2018","500","575","525"
"3286","1518533982","Uttar Pradesh","Barabanki","Barabanki","Apple","Delicious","13/02/2018","5400","5600","5500"
"3287","1518533982","Uttar Pradesh","Barabanki","Barabanki","Banana","Banana - Ripe","13/02/2018","2300","2400","2350"
"3288","1518533982","Uttar Pradesh","Barabanki","Barabanki","Bengal Gram(Gram)","Desi (Whole)","13/02/2018","6290","6340","6310"
"3289","1518533982","Uttar Pradesh","Barabanki","Barabanki","Bottle gourd","Bottle Gourd","13/02/2018","1050","1200","1120"
"3290","1518533982","Uttar Pradesh","Barabanki","Barabanki","Brinjal","Round/Long","13/02/2018","910","1100","1040"
"3291","1518533982","Uttar Pradesh","Barabanki","Barabanki","Cabbage","Cabbage","13/02/2018","650","740","700"
"3292","1518533982","Uttar Pradesh","Barabanki","Barabanki","Carrot","Carrot","13/02/2018","800","980","900"
"3293","1518533982","Uttar Pradesh","Barabanki","Barabanki","Cauliflower","Cauliflower","13/02/2018","600","700","670"
"3294","1518533982","Uttar Pradesh","Barabanki","Barabanki","Garlic","Garlic","13/02/2018","2910","3100","3010"
"3295","1518533982","Uttar Pradesh","Barabanki","Barabanki","Green Chilli","Green Chilly","13/02/2018","2300","2450","2410"
"3296","1518533982","Uttar Pradesh","Barabanki","Barabanki","Gur(Jaggery)","Other","13/02/2018","2950","3050","3000"
"3297","1518533982","Uttar Pradesh","Barabanki","Barabanki","Mousambi(Sweet Lime)","Other","13/02/2018","2250","2400","2310"
"3298","1518533982","Uttar Pradesh","Barabanki","Barabanki","Mustard","Sarson(Black)","13/02/2018","3690","3740","3700"
"3299","1518533982","Uttar Pradesh","Barabanki","Barabanki","Onion","Red","13/02/2018","2410","2500","2490"
"3300","1518533982","Uttar Pradesh","Barabanki","Barabanki","Paddy(Dhan)","Other","13/02/2018","1500","1550","1525"
"3301","1518533982","Uttar Pradesh","Barabanki","Barabanki","Papaya","Other","13/02/2018","2200","2300","2290"
"3302","1518533982","Uttar Pradesh","Barabanki","Barabanki","Pomegranate","Other","13/02/2018","4300","4400","4350"
"3303","1518533982","Uttar Pradesh","Barabanki","Barabanki","Potato","Desi","13/02/2018","410","500","480"
"3304","1518533982","Uttar Pradesh","Barabanki","Barabanki","Raddish","Raddish","13/02/2018","510","650","600"
"3305","1518533982","Uttar Pradesh","Barabanki","Barabanki","Rice","III","13/02/2018","2240","2300","2290"
"3306","1518533982","Uttar Pradesh","Barabanki","Barabanki","Tomato","Hybrid","13/02/2018","900","1080","1000"
"3307","1518533982","Uttar Pradesh","Barabanki","Rudauli","Cabbage","Cabbage","13/02/2018","750","850","800"
"3308","1518533982","Uttar Pradesh","Barabanki","Rudauli","Carrot","Carrot","13/02/2018","650","750","700"
"3309","1518533982","Uttar Pradesh","Barabanki","Rudauli","Grapes","Green","13/02/2018","2900","3200","3000"
"3310","1518533982","Uttar Pradesh","Barabanki","Rudauli","Kinnow","Kinnow","13/02/2018","1950","2100","2000"
"3311","1518533982","Uttar Pradesh","Barabanki","Rudauli","Paddy(Dhan)","Common","13/02/2018","1350","1620","1480"
"3312","1518533982","Uttar Pradesh","Barabanki","Rudauli","Potato","Desi","13/02/2018","480","550","500"
"3313","1518533982","Uttar Pradesh","Barabanki","Rudauli","Raddish","Raddish","13/02/2018","270","330","300"
"3314","1518533982","Uttar Pradesh","Barabanki","Rudauli","Tomato","Hybrid","13/02/2018","550","650","600"
"3315","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","13/02/2018","6000","6050","6025"
"3316","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Barley (Jau)","Dara","13/02/2018","1610","1650","1625"
"3317","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Bengal Gram(Gram)","Desi (Whole)","13/02/2018","5550","5650","5600"
"3318","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Black Gram Dal (Urd Dal)","Black Gram Dal","13/02/2018","6750","6850","6800"
"3319","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Gur(Jaggery)","Other","13/02/2018","3050","3150","3100"
"3320","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Lentil(Masur)","Masoor Gola","13/02/2018","4350","4450","4400"
"3321","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Mustard","Lohi Black","13/02/2018","3675","3700","3685"
"3322","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Mustard Oil","Mustard Oil","13/02/2018","9550","9650","9600"
"3323","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Onion","Red","13/02/2018","2450","2550","2500"
"3324","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Paddy(Dhan)","Common","13/02/2018","1530","1560","1550"
"3325","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Potato","Desi","13/02/2018","530","560","545"
"3326","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Rice","III","13/02/2018","2150","2200","2175"
"3327","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Tomato","Tomato","13/02/2018","800","900","850"
"3328","1518533982","Uttar Pradesh","Barabanki","Safdarganj","Wheat","Dara","13/02/2018","1585","1625","1600"
"3329","1518533982","Uttar Pradesh","Bareilly","Anwala","Carrot","Carrot","13/02/2018","500","600","550"
"3330","1518533982","Uttar Pradesh","Bareilly","Anwala","Cauliflower","Cauliflower","13/02/2018","600","700","650"
"3331","1518533982","Uttar Pradesh","Bareilly","Anwala","Green Chilli","Green Chilly","13/02/2018","2300","2500","2400"
"3332","1518533982","Uttar Pradesh","Bareilly","Anwala","Onion","Onion","13/02/2018","1900","2100","2000"
"3333","1518533982","Uttar Pradesh","Bareilly","Anwala","Peas cod","Peas cod","13/02/2018","1400","1500","1450"
"3334","1518533982","Uttar Pradesh","Bareilly","Anwala","Potato","Local","13/02/2018","400","500","450"
"3335","1518533982","Uttar Pradesh","Bareilly","Anwala","Raddish","Raddish","13/02/2018","500","600","550"
"3336","1518533982","Uttar Pradesh","Bareilly","Anwala","Tomato","Deshi","13/02/2018","600","700","650"
"3337","1518533982","Uttar Pradesh","Bareilly","Bareilly","Apple","Delicious","13/02/2018","5000","5200","5100"
"3338","1518533982","Uttar Pradesh","Bareilly","Bareilly","Banana","Banana - Ripe","13/02/2018","2250","2350","2300"
"3339","1518533982","Uttar Pradesh","Bareilly","Bareilly","Banana - Green","Banana - Green","13/02/2018","800","900","860"
"3340","1518533982","Uttar Pradesh","Bareilly","Bareilly","Bengal Gram(Gram)","Desi (Whole)","13/02/2018","5350","5600","5450"
"3341","1518533982","Uttar Pradesh","Bareilly","Bareilly","Bitter gourd","Bitter Gourd","13/02/2018","2890","3100","3050"
"3342","1518533982","Uttar Pradesh","Bareilly","Bareilly","Bottle gourd","Bottle Gourd","13/02/2018","1000","1100","1050"
"3343","1518533982","Uttar Pradesh","Bareilly","Bareilly","Brinjal","Round/Long","13/02/2018","1050","1100","1075"
"3344","1518533982","Uttar Pradesh","Bareilly","Bareilly","Cabbage","Cabbage","13/02/2018","600","650","625"
"3345","1518533982","Uttar Pradesh","Bareilly","Bareilly","Carrot","Carrot","13/02/2018","450","500","475"
"3346","1518533982","Uttar Pradesh","Bareilly","Bareilly","Cauliflower","Cauliflower","13/02/2018","600","650","620"
"3347","1518533982","Uttar Pradesh","Bareilly","Bareilly","Cucumbar(Kheera)","Cucumbar","13/02/2018","1400","1500","1450"
"3348","1518533982","Uttar Pradesh","Bareilly","Bareilly","Garlic","Garlic","13/02/2018","2700","2800","2750"
"3349","1518533982","Uttar Pradesh","Bareilly","Bareilly","Ginger(Green)","Green Ginger","13/02/2018","2600","2700","2640"
"3350","1518533982","Uttar Pradesh","Bareilly","Bareilly","Green Chilli","Green Chilly","13/02/2018","2200","2350","2300"
"3351","1518533982","Uttar Pradesh","Bareilly","Bareilly","Green Gram Dal (Moong Dal)","Green Gram Dal","13/02/2018","6400","6600","6480"
"3352","1518533982","Uttar Pradesh","Bareilly","Bareilly","Groundnut","Big (With Shell)","13/02/2018","4700","4800","4750"
"3353","1518533982","Uttar Pradesh","Bareilly","Bareilly","Gur(Jaggery)","Red","13/02/2018","2600","2700","2675"
"3354","1518533982","Uttar Pradesh","Bareilly","Bareilly","Lemon","Lemon","13/02/2018","2000","2160","2100"
"3355","1518533982","Uttar Pradesh","Bareilly","Bareilly","Lentil(Masur)","Masoor Gola","13/02/2018","4490","4640","4530"
"3356","1518533982","Uttar Pradesh","Bareilly","Bareilly","Maize","Yellow","13/02/2018","1400","1460","1430"
"3357","1518533982","Uttar Pradesh","Bareilly","Bareilly","Masur Dal","Masur Dal","13/02/2018","5500","5700","5600"
"3358","1518533982","Uttar Pradesh","Bareilly","Bareilly","Mousambi(Sweet Lime)","Mousambi","13/02/2018","2300","2350","2320"
"3359","1518533982","Uttar Pradesh","Bareilly","Bareilly","Mustard","Sarson(Black)","13/02/2018","3800","3900","3845"
"3360","1518533982","Uttar Pradesh","Bareilly","Bareilly","Onion","Red","13/02/2018","2500","2600","2550"
"3361","1518533982","Uttar Pradesh","Bareilly","Bareilly","Papaya","Papaya","13/02/2018","900","1000","950"
"3362","1518533982","Uttar Pradesh","Bareilly","Bareilly","Pomegranate","Pomogranate","13/02/2018","3900","4000","3950"
"3363","1518533982","Uttar Pradesh","Bareilly","Bareilly","Potato","Desi","13/02/2018","420","500","450"
"3364","1518533982","Uttar Pradesh","Bareilly","Bareilly","Pumpkin","Pumpkin","13/02/2018","840","900","865"
"3365","1518533982","Uttar Pradesh","Bareilly","Bareilly","Raddish","Raddish","13/02/2018","300","400","340"
"3366","1518533982","Uttar Pradesh","Bareilly","Bareilly","Rice","Common","13/02/2018","2300","2400","2380"
"3367","1518533982","Uttar Pradesh","Bareilly","Bareilly","Tomato","Deshi","13/02/2018","650","750","700"
"3368","1518533982","Uttar Pradesh","Bareilly","Bareilly","Wheat","Dara","13/02/2018","1600","1650","1630"
"3369","1518533982","Uttar Pradesh","Bareilly","Bareilly","White Peas","White Peas","13/02/2018","2950","3050","3000"
"3370","1518533982","Uttar Pradesh","Basti","Basti","Bengal Gram(Gram)","Desi (Whole)","13/02/2018","5100","5300","5200"
"3371","1518533982","Uttar Pradesh","Basti","Basti","Gur(Jaggery)","Khandsari","13/02/2018","3000","3200","3100"
"3372","1518533982","Uttar Pradesh","Basti","Basti","Lentil(Masur)","Masoor Gola","13/02/2018","4100","4200","4150"
"3373","1518533982","Uttar Pradesh","Basti","Basti","Mustard","Lohi Black","13/02/2018","3600","3700","3700"
"3374","1518533982","Uttar Pradesh","Basti","Basti","Paddy(Dhan)","Paddy Coarse","13/02/2018","1500","1550","1550"
"3375","1518533982","Uttar Pradesh","Basti","Basti","Peas(Dry)","Peas(Dry)","13/02/2018","2800","3000","2900"
"3376","1518533982","Uttar Pradesh","Basti","Basti","Rice","III","13/02/2018","2100","2200","2150"
"3377","1518533982","Uttar Pradesh","Basti","Basti","Wheat","Dara","13/02/2018","1580","1625","1600"
"3378","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Apple","Delicious","13/02/2018","5040","5180","5100"
"3379","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","13/02/2018","5670","5740","5700"
"3380","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Banana - Green","Banana - Green","13/02/2018","940","1010","980"
"3381","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Bengal Gram(Gram)","Desi (Whole)","13/02/2018","6160","6250","6200"
"3382","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Brinjal","Round/Long","13/02/2018","1130","1200","1175"
"3383","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Cabbage","Cabbage","13/02/2018","810","890","850"
"3384","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Carrot","Carrot","13/02/2018","510","580","550"
"3385","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Cauliflower","Cauliflower","13/02/2018","640","720","680"
"3386","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Field Pea","Field Pea","13/02/2018","1360","1450","1400"
"3387","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Garlic","Desi","13/02/2018","2920","3000","2960"
"3388","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Ginger(Green)","Green Ginger","13/02/2018","2840","2930","2890"
"3389","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Green Chilli","Green Chilly","13/02/2018","2040","2120","2080"
"3390","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Groundnut","Groundnut seed","13/02/2018","4970","5100","5030"
"3391","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Gur(Jaggery)","Red","13/02/2018","2800","2930","2880"
"3392","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Lemon","Lemon","13/02/2018","1850","1950","1900"
"3393","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Maize","Deshi White","13/02/2018","1530","1590","1565"
"3394","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Mousambi(Sweet Lime)","Mousambi","13/02/2018","2100","2250","2180"
"3395","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Mustard","Sarson(Black)","13/02/2018","3850","3870","3860"
"3396","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Onion","Red","13/02/2018","2810","2940","2880"
"3397","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Papaya","Papaya","13/02/2018","850","940","900"
"3398","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Peas(Dry)","Peas(Dry)","13/02/2018","2930","3040","2980"
"3399","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Pomegranate","Pomogranate","13/02/2018","3800","3930","3860"
"3400","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Potato","Desi","13/02/2018","400","480","440"
"3401","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Pumpkin","Pumpkin","13/02/2018","760","830","800"
"3402","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Raddish","Raddish","13/02/2018","330","400","370"
"3403","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Rice","Common","13/02/2018","2220","2290","2260"
"3404","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Tomato","Hybrid","13/02/2018","650","730","695"
"3405","1518533982","Uttar Pradesh","Bijnor","Bijnaur","Wheat","Dara","13/02/2018","1640","1710","1680"
"3406","1518533982","Uttar Pradesh","Bijnor","Chaandpur","Apple","Apple","13/02/2018","2900","3000","2950"
"3407","1518533982","Uttar Pradesh","Bijnor","Chaandpur","Carrot","Carrot","13/02/2018","400","450","430"
"3408","1518533982","Uttar Pradesh","Bijnor","Chaandpur","Cauliflower","Local","13/02/2018","450","480","460"
"3409","1518533982","Uttar Pradesh","Bijnor","Chaandpur","Guava","Guava","13/02/2018","700","750","720"
"3410","1518533982","Uttar Pradesh","Bijnor","Chaandpur","Gur(Jaggery)","Red","13/02/2018","2400","2430","2410"
"3411","1518533982","Uttar Pradesh","Bijnor","Chaandpur","Onion","Red","13/02/2018","1600","1700","1650"
"3412","1518533982","Uttar Pradesh","Bijnor","Chaandpur","Potato","Desi","13/02/2018","300","340","320"
"3413","1518533982","Uttar Pradesh","Bijnor","Kiratpur","Brinjal","Brinjal","13/02/2018","880","920","900"
"3414","1518533982","Uttar Pradesh","Bijnor","Kiratpur","Carrot","Carrot","13/02/2018","550","650","600"
"3415","1518533982","Uttar Pradesh","Bijnor","Kiratpur","Cauliflower","Cauliflower","13/02/2018","450","550","500"
"3416","1518533982","Uttar Pradesh","Bijnor","Kiratpur","Green Peas","Green Peas","13/02/2018","1180","1220","1200"
"3417","1518533982","Uttar Pradesh","Bijnor","Kiratpur","Gur(Jaggery)","Other","13/02/2018","2400","2500","2440"
"3418","1518533982","Uttar Pradesh","Bijnor","Kiratpur","Onion","Red","13/02/2018","1950","2050","2000"
"3419","1518533982","Uttar Pradesh","Bijnor","Kiratpur","Potato","Desi","13/02/2018","400","500","450"
"3420","1518533982","Uttar Pradesh","Bijnor","Kiratpur","Raddish","Raddish","13/02/2018","240","260","250"
"3421","1518533982","Uttar Pradesh","Bijnor","Kiratpur","Tomato","Deshi","13/02/2018","890","910","900"
"3422","1518533982","Uttar Pradesh","Bijnor","Najibabad","Apple","Apple","13/02/2018","5200","5400","5300"
"3423","1518533982","Uttar Pradesh","Bijnor","Najibabad","Carrot","Carrot","13/02/2018","520","570","550"
"3424","1518533982","Uttar Pradesh","Bijnor","Najibabad","Cauliflower","Cauliflower","13/02/2018","220","270","250"
"3425","1518533982","Uttar Pradesh","Bijnor","Najibabad","Kinnow","Kinnow","13/02/2018","2400","2600","2500"
"3426","1518533982","Uttar Pradesh","Bijnor","Najibabad","Onion","Onion","13/02/2018","1650","1750","1700"
"3427","1518533982","Uttar Pradesh","Bijnor","Najibabad","Pomegranate","Pomogranate","13/02/2018","4900","5100","5000"
"3428","1518533982","Uttar Pradesh","Bijnor","Najibabad","Potato","Desi","13/02/2018","300","340","320"
"3429","1518533982","Uttar Pradesh","Bijnor","Najibabad","Raddish","Raddish","13/02/2018","280","320","300"
"3430","1518533982","Uttar Pradesh","Bijnor","Najibabad","Tomato","Tomato","13/02/2018","620","670","650"
"3431","1518533982","Uttar Pradesh","Bulandshahar","Anoop Shahar","Mustard","Mustard","13/02/2018","0","0","3200"
"3432","1518533982","Uttar Pradesh","Bulandshahar","Anoop Shahar","Paddy(Dhan)","Basumathi","13/02/2018","2112","2650","2254"
"3433","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Apple","Delicious","13/02/2018","5200","5600","5400"
"3434","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","13/02/2018","5700","6000","5850"
"3435","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Banana - Green","Banana - Green","13/02/2018","1500","1700","1600"
"3436","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Bengal Gram Dal (Chana Dal)","Bengal Gram (Split)","13/02/2018","5700","6000","5800"
"3437","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Bengal Gram(Gram)","Desi (Whole)","13/02/2018","5000","5300","5200"
"3438","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Black Gram Dal (Urd Dal)","Black Gram Dal","13/02/2018","5700","6000","5800"
"3439","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Brinjal","Round/Long","13/02/2018","900","1300","1000"
"3440","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Cauliflower","Cauliflower","13/02/2018","400","700","500"
"3441","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Green Chilli","Green Chilly","13/02/2018","2000","2400","2100"
"3442","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Green Gram Dal (Moong Dal)","Green Gram Dal","13/02/2018","5700","6100","5900"
"3443","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Gur(Jaggery)","Pathari","13/02/2018","2700","3000","2800"
"3444","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Mustard","Lohi Black","13/02/2018","3000","3300","3200"
"3445","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Mustard Oil","Other","13/02/2018","7600","8000","7850"
"3446","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Onion","Red","13/02/2018","1800","2200","2000"
"3447","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Papaya","Other","13/02/2018","1200","1400","1300"
"3448","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Peas Wet","Peas Wet","13/02/2018","1000","1300","1100"
"3449","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Potato","Desi","13/02/2018","480","510","490"
"3450","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Raddish","Other","13/02/2018","450","600","500"
"3451","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Rice","III","13/02/2018","2300","2500","2450"
"3452","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Tomato","Local","13/02/2018","600","900","700"
"3453","1518533982","Uttar Pradesh","Bulandshahar","Buland Shahr","Wheat","Dara","13/02/2018","1625","1635","1630"
"3454","1518533982","Uttar Pradesh","Bulandshahar","Divai","Bajra(Pearl Millet/Cumbu)","Hybrid","13/02/2018","1080","1100","1090"
"3455","1518533982","Uttar Pradesh","Bulandshahar","Divai","Banana","Banana - Ripe","13/02/2018","1080","1100","1090"
"3456","1518533982","Uttar Pradesh","Bulandshahar","Divai","Brinjal","Brinjal","13/02/2018","580","600","590"
"3457","1518533982","Uttar Pradesh","Bulandshahar","Divai","Carrot","Carrot","13/02/2018","780","800","790"
"3458","1518533982","Uttar Pradesh","Bulandshahar","Divai","Cauliflower","Cauliflower","13/02/2018","880","900","890"
"3459","1518533982","Uttar Pradesh","Bulandshahar","Divai","Onion","Red","13/02/2018","2700","2900","2800"
"3460","1518533982","Uttar Pradesh","Bulandshahar","Divai","Paddy(Dhan)","Basumathi","13/02/2018","2500","2700","2600"
"3461","1518533982","Uttar Pradesh","Bulandshahar","Divai","Pumpkin","Pumpkin","13/02/2018","780","800","790"
"3462","1518533982","Uttar Pradesh","Bulandshahar","Divai","Tomato","Deshi","13/02/2018","1480","1500","1490"
"3463","1518533982","Uttar Pradesh","Bulandshahar","Gulavati","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","13/02/2018","4408","4412","4410"
"3464","1518533982","Uttar Pradesh","Bulandshahar","Gulavati","Cauliflower","Cauliflower","13/02/2018","408","412","410"
"3465","1518533982","Uttar Pradesh","Bulandshahar","Gulavati","Guava","Guava","13/02/2018","988","992","990"
"3466","1518533982","Uttar Pradesh","Bulandshahar","Gulavati","Onion","Other","13/02/2018","2488","2492","2490"
"3467","1518533982","Uttar Pradesh","Bulandshahar","Gulavati","Paddy(Dhan)","Other","13/02/2018","2748","2752","2750"
"3468","1518533982","Uttar Pradesh","Bulandshahar","Gulavati","Potato","Other","13/02/2018","438","442","440"
"3469","1518533982","Uttar Pradesh","Bulandshahar","Gulavati","Raddish","Other","13/02/2018","248","252","250"
"3470","1518533982","Uttar Pradesh","Bulandshahar","Gulavati","Tomato","Other","13/02/2018","768","772","770"
"3471","1518533982","Uttar Pradesh","Bulandshahar","Gulavati","Wheat","Dara","13/02/2018","1663","1667","1665"
"3472","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Apple","Condition","13/02/2018","5200","5600","5460"
"3473","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","13/02/2018","6250","6350","6300"
"3474","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Banana - Green","Banana - Green","13/02/2018","1350","1470","1415"
"3475","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Bengal Gram Dal (Chana Dal)","Bengal Gram Dal","13/02/2018","5550","5650","5600"
"3476","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Bengal Gram(Gram)","Desi (Whole)","13/02/2018","4750","4850","4800"
"3477","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Brinjal","Round/Long","13/02/2018","1000","1150","1080"
"3478","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Carrot","Carrot","13/02/2018","550","650","600"
"3479","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Cauliflower","Cauliflower","13/02/2018","600","700","650"
"3480","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Green Chilli","Green Chilly","13/02/2018","1900","2000","1950"
"3481","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Green Gram Dal (Moong Dal)","Green Gram Dal","13/02/2018","6150","6250","6200"
"3482","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Gur(Jaggery)","Pathari","13/02/2018","2700","2800","2765"
"3483","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Maize","Yellow","13/02/2018","1430","1460","1445"
"3484","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Masur Dal","Masur Dal","13/02/2018","5200","5300","5250"
"3485","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Mustard","Mustard","13/02/2018","3350","3450","3400"
"3486","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Onion","Red","13/02/2018","2250","2350","2300"
"3487","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Paddy(Dhan)","Paddy fine","13/02/2018","2500","3600","3150"
"3488","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Papaya","Papaya","13/02/2018","1000","1150","1085"
"3489","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Potato","Desi","13/02/2018","390","610","490"
"3490","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Pumpkin","Pumpkin","13/02/2018","1080","1240","1200"
"3491","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Raddish","Raddish","13/02/2018","500","600","550"
"3492","1518533982","Uttar Pradesh","Bulandshahar","Jahangirabad","Rice","III","13/02/2018","2500","2650","2570"
